Postcode,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Count salary and wages,Average salary and wages,Median salary and wages,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Count total business income,Average total business income,Median total business income,Count  total business expenses,Average total business expenses,Median total business expenses,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
6740,444,59874,48788,410,58344,48708,72,-703,-1000,444,62049,50306,444,1824,439,26,48529,23328,26,37234,12189,348,16090,11289,740,50372,12252
6743,3866,60101,50044,3505,56627,49865,782,-2235,-1766,3866,62049,51801,3866,1787,492,278,85443,27886,273,62883,14631,3041,16598,11518,4930,73117,24968
6751,1796,90084,90276,1698,95430,100228,715,-7357,-5939,1796,92372,92940,1796,2197,953,72,45341,18848,77,32806,6342,1504,29336,28904,2210,103873,56515
6753,2671,89071,76696,2550,91392,80873,887,-7695,-6292,2671,91355,79319,2671,2194,1114,83,32114,17309,87,20342,9358,2267,28469,24026,3435,90283,34574
6754,841,101331,115356,796,109174,125110,318,-9088,-6326,841,103357,117693,841,1862,920,28,56013,15517,30,42332,9527,706,34701,37306,998,100240,62482
6758,51,59744,45973,46,50478,46167,7,-3063,-367,51,61286,46894,51,1542,870,6,26725,18758,6,8587,7559,37,18660,10559,86,40739,8652
6760,102,58596,40517,86,56869,45170,10,1478,-3028,102,60583,41146,102,1987,572,1,10740,10740,1,5633,5633,72,18386,13248,153,51761,18542
6765,806,46554,37170,766,44424,36142,75,-1293,-2184,806,48206,38268,806,1582,485,31,124741,61291,32,86390,26352,584,11027,7114,1346,29403,6831
6770,769,49553,42126,725,47801,42224,73,-4080,-3321,769,53611,43042,769,1624,463,36,83270,21584,34,64115,10320,570,11859,8254,1378,28938,5791
6798,925,73953,74375,815,73931,74635,261,535,-641,925,76219,75827,925,2181,1150,84,71604,31828,79,45989,11572,810,19768,17860,1003,110387,56033
6799,246,50025,44392,216,51366,45332,49,608,-1196,246,52161,45696,246,2061,552,30,56142,29265,30,40431,11382,184,13184,8586,307,72751,37380
7000,8644,59423,44514,6924,54422,46910,1351,240,-545,8644,61947,46446,8644,2437,600,953,107744,24435,927,77630,11498,6592,18174,10559,9963,137062,46775
7004,4537,61861,43773,3352,56092,45546,741,1676,593,4537,64838,45540,4537,2868,614,603,98980,23210,575,67095,11070,3367,20144,10798,5113,193182,50986
7005,8264,67715,42068,5788,56840,41270,1468,735,128,8264,70895,44216,8264,2980,460,798,133024,31138,764,89782,14045,5821,25326,11902,8844,234350,54000
7007,1815,61165,47827,1426,58756,49852,282,-480,-886,1815,63659,49478,1815,2475,626,186,84784,27469,180,50280,12359,1357,18969,13201,2074,179775,75384
7008,7051,54529,45301,5740,54203,48422,967,-213,-621,7051,56530,47115,7051,1988,642,688,74083,23760,673,46481,10492,5475,14813,10177,7806,134409,58727
7009,6369,44430,40064,5340,45210,42904,605,-63,-374,6369,45982,41653,6369,1536,599,590,58951,25846,567,42321,12502,4886,10100,7370,7577,83083,35703
7010,7710,42695,39624,6436,43982,42229,628,-1037,-864,7710,44403,40842,7710,1669,570,584,63250,30417,570,44939,14798,5829,9444,7045,9171,82585,36468
7011,7224,43777,40622,6135,45130,43352,571,-433,-738,7224,45291,42406,7224,1490,630,438,58956,31674,428,41676,13598,5560,9640,7445,8368,83710,40765
7012,467,47309,43763,380,51226,49467,54,-3186,-2244,467,49136,46302,467,1825,667,54,65684,29622,54,43339,13188,377,10773,8984,552,101521,57152
7015,6050,50779,43740,4621,52517,48377,762,-1693,-1446,6050,52776,45550,6050,1905,638,501,72353,25230,481,50484,10543,4588,13159,9616,6500,146732,69675
7016,967,39362,36672,850,40003,37784,52,-2933,-1090,967,40758,37841,967,1333,652,55,65979,23087,54,43839,9986,741,7744,5803,1198,52098,25175
7017,3226,49598,44571,2722,50205,46378,415,-829,-1154,3226,51558,46404,3226,1926,712,251,84671,39096,258,64251,20122,2591,11734,8974,3481,110593,57184
7018,11975,51441,43145,9284,52061,47110,1587,-604,-770,11975,53448,44960,11975,1964,605,913,79799,25872,884,55064,11468,9059,13785,9265,13280,140066,62617
7019,2445,41946,39104,2145,42457,41251,145,-1496,-1292,2445,43528,40416,2445,1511,576,162,50187,27230,157,33322,12718,1855,8980,6805,2950,58899,27405
7020,1590,54086,44987,1271,53262,46751,276,-845,-914,1590,56509,47068,1590,2347,677,194,98160,32878,194,70852,14155,1247,14508,10088,1747,142467,65905
7021,1525,51892,43886,1230,49919,45480,244,-933,-1372,1525,54255,45484,1525,2314,743,160,65478,26728,159,42517,12180,1188,13336,9737,1641,143186,60137
7022,501,46654,41855,385,50682,47929,72,-1469,-782,501,49250,43203,501,2264,641,54,67537,35458,55,48415,13944,385,11011,9140,564,120676,63039
7023,195,48919,35129,132,52270,46138,25,4422,2565,195,51297,38570,195,1885,463,20,28947,11298,19,17349,9831,134,13851,7434,209,148688,66143
7024,345,53785,44481,271,53061,46629,51,-6915,-2030,345,56236,46253,345,2240,685,51,73360,24994,51,42578,13591,275,13856,9113,370,136053,66800
7025,1122,51254,41467,840,51686,44948,190,1119,244,1122,53593,44106,1122,2169,682,129,91665,28371,123,74950,17568,843,14055,9319,1199,147763,61967
7026,513,41892,37113,404,43408,40157,52,2139,1016,513,43781,38603,513,1824,632,50,71532,24738,50,50374,11534,365,10055,7060,578,85170,37965
7027,126,36592,29434,91,37535,34012,11,-1232,0,126,38880,32298,126,1542,474,13,86484,24508,13,90270,23549,79,9071,4843,167,58347,20505
7030,7672,43683,39046,6535,44171,41692,579,-1219,-1003,7672,45640,40883,7672,1829,668,509,76171,40000,514,53511,20518,5857,9833,7052,9107,74724,33643
7050,6679,49453,42041,5245,50825,45913,745,-60,-354,6679,51438,43800,6679,1956,598,561,61619,24999,560,42125,10878,5049,12854,9027,7396,123351,50980
7052,4189,53801,43817,3304,52445,46666,572,-635,-902,4189,56004,45982,4189,2155,652,368,90298,24183,357,64385,10108,3201,14707,9632,4589,144523,63953
7053,2118,61505,45864,1535,59440,49999,355,-115,-61,2118,64080,47893,2118,2548,696,275,89951,16550,258,62839,8702,1577,19257,12195,2353,189448,84055
7054,4994,51549,43536,3971,51269,46286,632,-180,-259,4994,53531,45422,4994,1958,674,592,70481,28412,579,49662,14680,3892,13313,9099,5554,124166,57503
7055,231,47864,44462,208,46493,44346,18,-911,-810,231,49670,47029,231,1755,567,17,54149,40899,17,30446,18583,194,10005,7745,267,83218,47423
7109,4624,45512,36867,3504,45683,41048,487,-30,-284,4624,47433,38238,4624,1813,450,549,75667,28044,538,57455,14010,3250,12553,7662,5331,94336,38141
7112,1484,41191,31520,1066,40997,34702,193,57,994,1484,42905,33183,1484,1619,388,199,40514,26027,196,27491,13444,953,11412,6552,1748,94941,31492
7113,565,43139,37392,417,46100,41730,83,-4,-30,565,45370,38457,565,2090,500,69,52707,22719,68,36485,13636,390,11398,7650,679,111952,40127
7116,1067,41618,34311,790,43313,39435,113,1731,811,1067,43152,35811,1067,1489,432,109,75115,23909,109,55934,10557,718,10640,6859,1265,92411,35290
7117,467,47270,36616,325,43703,38359,53,-76,-190,467,49367,37375,467,2051,441,40,85699,17749,39,66736,13095,328,13678,8182,546,104763,30748
7120,826,36677,32394,578,36727,36786,72,1485,1278,826,38882,35074,826,1981,428,104,69058,28362,107,57352,20192,548,9270,5775,927,71177,32679
7140,5230,42469,37283,4252,44091,41136,477,158,-224,5230,44416,39337,5230,1719,657,424,69203,28479,426,52630,15748,3775,10099,7212,6271,81946,36760
7150,1564,46345,36227,1128,48205,40138,234,-222,-47,1564,48352,38556,1564,1737,484,246,59037,23402,248,44096,14790,1102,12512,7663,1806,118314,48227
7155,462,47550,36366,296,51077,46154,76,1467,-166,462,49313,37955,462,1666,432,71,64669,34709,70,45365,8443,313,13339,8745,515,170526,73454
7162,371,47239,33529,239,46738,41971,60,1829,311,371,51513,34874,371,4083,369,60,66399,22760,59,56470,11566,239,15983,7294,417,148626,56206
7163,183,47598,38502,116,54796,40640,29,5443,2086,183,49474,40298,183,1648,499,29,85559,35814,29,69682,13619,129,13496,7156,211,161876,55092
7170,3130,57265,45441,2472,56297,48038,530,-678,-892,3130,59738,47626,3130,2419,702,316,118034,32533,319,92939,16337,2463,16110,10616,3341,164472,83427
7171,1691,46592,42135,1417,48009,45067,164,-1519,-713,1691,48304,43808,1691,1667,662,150,58630,33692,150,37740,16115,1324,10643,8265,1910,85791,45926
7172,1843,44905,39464,1491,45797,43046,191,-2754,-1457,1843,47048,41349,1843,2006,602,182,54492,33822,182,44011,18088,1381,10792,7418,2039,96680,42793
7173,3422,43733,38978,2808,45165,42258,395,-248,-750,3422,45709,40836,3422,1926,660,398,61811,30499,392,43715,13220,2596,9866,7183,3990,85626,42006
7176,84,41128,33813,65,42182,37658,7,-633,-80,84,43607,37584,84,1827,756,18,206146,18230,18,193484,9936,53,12136,10855,93,76138,38338
7177,242,38936,34890,159,42417,37904,21,-270,-315,242,41063,37394,242,2117,510,32,102881,35258,30,102190,15836,174,8905,4927,268,76103,32250
7178,122,34210,27084,82,39598,31262,21,-3754,-1561,122,36550,28364,122,2271,496,15,19899,13811,15,12121,9554,70,9027,5182,158,86601,32518
7179,229,40782,30709,144,40152,36458,28,4320,4250,229,43263,32913,229,2395,514,33,50325,32544,34,35884,17990,140,11329,6610,235,118626,45510
7180,95,31939,26691,54,31882,25930,13,2674,1279,95,33134,27483,95,1146,295,11,39349,16364,10,32971,15848,52,7740,5099,103,53705,16229
7182,107,37253,32302,83,38231,35636,8,6469,7504,107,40316,35636,107,2604,552,14,53398,24454,13,47001,36254,72,8322,7103,135,76706,36032
7184,359,34910,29610,256,37021,33128,40,1114,439,359,36726,30424,359,1755,411,43,129901,38719,45,110523,16956,225,8061,5158,439,84336,25234
7186,69,37946,28973,45,37978,34638,9,1569,2760,69,39211,29381,69,1232,460,8,81755,14530,8,59053,18812,46,8241,4960,85,105479,44398
7190,1570,38719,32126,1051,40995,36519,185,1645,0,1570,40774,33540,1570,1868,350,199,90383,31666,198,73104,18490,980,10288,6149,1806,111299,45283
7209,218,50201,35422,142,37901,34166,37,7334,1922,218,54808,39324,218,3507,417,29,107106,29828,27,93283,14534,153,15353,7433,218,111350,41027
7210,510,41393,34938,400,39503,35096,50,1765,456,510,44609,37408,510,2181,570,50,71920,19973,51,49046,12867,366,9877,5704,576,81598,33513
7211,109,39594,32070,83,38521,34619,11,3197,2220,109,42508,34416,109,2895,617,12,54095,20636,11,62361,15941,73,10358,6619,121,183883,36360
7212,1049,47144,39216,805,45344,41511,124,1216,740,1049,50411,41804,1049,2341,596,114,85975,40458,112,66195,22110,752,13412,7446,1145,148157,54506
7213,122,37464,30943,93,38090,31929,11,18718,-670,122,41722,33478,122,1797,404,19,79276,79232,19,67539,58014,74,9481,6651,156,45539,19633
7214,222,41455,31432,175,44322,35248,23,-1151,11,222,44483,33338,222,2039,664,14,44705,23176,14,34253,14366,136,11847,8665,292,96067,36657
7215,1811,41369,31605,1245,40928,34811,229,670,-45,1811,43293,32882,1811,1806,431,247,72058,22970,243,57792,15233,1184,11195,5938,2024,112302,39862
7216,1540,37606,29050,981,36437,30649,208,770,462,1540,39468,30786,1540,1483,358,193,78236,26609,192,62415,17248,932,9820,5381,1749,115677,39869
7248,6518,39619,35476,5680,39425,36883,456,-573,-635,6518,41040,36752,6518,1389,462,453,47735,20770,443,33446,10472,4620,8891,6295,7923,64046,24080
7249,5999,46012,40461,4982,46614,42934,590,-1064,-869,5999,47677,41782,5999,1643,605,429,78425,27310,419,62012,12186,4571,11206,7554,6802,89846,41445
7250,27891,52441,41621,22656,49781,43478,3613,-440,-644,27891,54696,43448,27891,2164,674,2200,83935,25104,2169,59446,12107,21270,14461,8645,31174,128911,51085
7252,1556,51694,41527,1212,52289,45300,232,429,-115,1556,53927,43796,1556,2055,620,147,73977,23500,148,62392,21634,1145,14674,9594,1726,143281,65197
7253,1912,45086,37776,1569,47236,41913,175,-2192,-665,1912,46669,38932,1912,1528,547,101,73720,22338,99,56861,18868,1353,11762,7921,2437,105392,38248
7254,295,40146,36100,222,45019,42799,36,1078,-108,295,41754,38009,295,1427,480,40,71480,30579,40,66093,25896,197,10126,7105,345,92115,42999
7255,498,44141,33754,312,43348,39118,79,-1838,-665,498,47148,36374,498,1839,300,95,62857,25986,91,52768,20762,322,11843,5969,507,100726,44782
7256,988,47312,39006,690,43423,39046,140,-62,674,988,49983,39900,988,1818,300,168,94370,26814,159,76902,15819,711,11531,6810,1073,111068,36296
7258,546,66700,46037,407,55512,43939,103,661,0,546,70022,50584,546,3052,570,56,215987,37716,56,181222,27298,418,22386,10498,597,186483,76811
7259,260,41973,36966,204,43719,40472,25,1316,-348,260,43811,39074,260,1785,651,19,45019,21277,18,37050,14630,188,9794,6573,291,90498,39988
7260,1628,40260,36016,1299,39703,36920,193,-65,-70,1628,41992,37082,1628,1559,410,150,94355,20888,145,84672,18054,1094,10072,7008,1811,87737,37647
7261,189,34876,31199,126,34299,30893,23,660,1120,189,36342,31735,189,1439,300,14,45092,37498,14,35945,23384,114,8824,6881,212,73702,33192
7262,962,44181,35969,688,43746,38738,112,2648,-154,962,46849,37278,962,2279,486,103,75417,30800,107,53339,13940,684,11541,7059,1063,117210,37743
7263,290,39657,30536,197,39463,34846,32,-129,-754,290,41531,32233,290,1430,312,31,104932,34917,29,101505,24740,195,9373,5814,328,57183,23243
7264,275,39168,29586,186,36352,33142,33,-1541,-1010,275,41103,31595,275,1590,294,30,43028,23037,32,26477,13792,166,10707,5664,316,67407,21822
7265,116,41255,36866,78,39881,39164,21,-42,-377,116,43392,40008,116,2015,497,17,94283,36903,17,76529,9546,83,9156,6345,147,80027,31375
7267,447,42687,38805,348,46562,42603,40,-1683,-626,447,44817,41461,447,1766,603,52,53025,23273,54,40703,19252,324,10352,7052,493,124134,58505
7268,576,47115,41574,446,48445,43732,77,2854,-447,576,49092,43028,576,1897,678,78,60447,32558,81,45458,15722,430,12054,8186,643,93206,48808
7270,1945,42631,34175,1458,45001,38274,228,471,-136,1945,44470,35572,1945,1656,500,165,68381,23279,166,53011,14930,1303,11568,7220,2283,105021,40694
7275,1765,45055,36691,1312,46216,40982,233,519,187,1765,47231,38784,1765,1981,510,213,58271,25529,212,44336,14856,1225,12446,7639,1977,117793,52113
7276,294,41416,35889,230,44555,40660,47,876,-175,294,42972,37162,294,1545,610,21,26883,16412,18,20482,13216,206,9852,7331,326,93573,44553
7277,3109,49236,41054,2381,51793,45123,421,-399,-223,3109,51338,42721,3109,1988,640,273,65922,25285,274,45847,14666,2277,13412,8915,3377,124704,57820
7290,1253,45458,41558,1090,46360,43522,123,-1033,-984,1253,47190,43334,1253,1724,694,75,41975,31838,74,25487,13186,966,10440,7782,1400,88778,52850
7291,317,48663,41143,249,50737,46186,52,-2357,-1053,317,50874,42558,317,2112,692,31,42025,21822,31,27938,10049,243,11815,7720,336,101242,52327
7292,347,44398,37296,234,46213,39323,38,433,-67,347,46624,39098,347,1909,532,31,123284,32557,32,106863,25720,244,12083,7745,370,143701,51982
7300,1856,48027,41342,1546,47880,43994,188,-382,-12,1856,49994,43478,1856,1919,715,157,57688,23464,157,38841,13060,1457,11671,7941,2052,107252,53930
7301,2327,47585,39319,1835,45464,41869,298,131,-430,2327,49919,40921,2327,2024,572,215,81417,33047,210,63906,19828,1709,12727,7687,2620,117763,44043
7302,908,43023,36749,699,42803,40000,90,549,-650,908,45453,39328,908,1942,600,78,54092,16280,73,43500,11382,639,11095,6965,1037,87607,35177
7303,1388,43851,35798,1043,43443,39000,165,474,0,1388,46254,37889,1388,1933,550,141,66531,27615,137,52813,19126,982,11416,6708,1518,98620,45083
7304,3062,40280,32746,2155,42282,36939,380,670,116,3062,42485,34771,3062,1940,418,351,89604,26000,346,76335,18264,1983,10598,6546,3329,89738,34905
7305,536,41506,37610,413,43264,41496,57,43,-1115,536,43162,38918,536,1653,552,44,185596,26866,45,160929,13239,388,9656,6898,646,71666,35760
7306,2022,41234,33651,1507,43455,37800,223,-235,-117,2022,43255,35338,2022,1866,476,246,58089,24156,244,45534,19294,1343,10762,7090,2250,87909,38903
7307,5318,47269,39026,4187,48357,42164,729,476,-288,5318,49593,41000,5318,2101,646,451,70140,30550,450,53297,16759,3902,12293,8143,5906,119081,51074
7310,14047,45142,37549,11360,45300,40382,1698,-368,-457,14047,47169,39185,14047,1972,591,1018,72653,26158,1001,55097,14058,10164,11568,7359,16163,99436,40857
7315,7481,45653,37894,6007,46862,41572,977,136,-229,7481,47713,39996,7481,1978,663,577,68191,26678,572,51740,15720,5414,11687,7707,8410,102645,48096
7316,3214,48257,39869,2566,49607,43921,429,-61,-364,3214,50586,42068,3214,2181,716,249,160753,31245,247,142204,19029,2359,12937,8710,3655,106310,46686
7320,8525,48356,40160,7141,48971,43221,930,-500,-1063,8525,50442,41855,8525,1977,636,494,90747,27426,485,70625,15692,6357,12797,8280,9905,102753,41297
7321,2224,45615,38686,1781,49127,42759,280,-889,-752,2224,47898,40822,2224,2018,629,170,73325,28108,170,68694,25926,1576,12455,8970,2558,92711,42325
7322,1923,48548,40461,1581,48620,44221,248,-1529,-1301,1923,50481,42076,1923,1885,689,109,100464,28983,106,79957,19108,1439,12968,8295,2211,103817,46020
7325,4326,45943,38550,3424,48556,43088,563,40,-475,4326,48269,40522,4326,2048,644,308,90969,26308,306,76221,18486,3089,12219,7998,4937,106119,45596
7330,3637,45652,40320,2848,43481,41138,424,-875,-928,3637,47958,42040,3637,1638,523,332,104305,35636,328,85714,21453,2734,11186,7866,4032,82244,33510
7331,358,50453,41123,281,42895,36813,49,-1404,-352,358,53618,42793,358,2694,506,44,131578,47604,43,98094,18555,274,12920,8256,388,104728,43487
7467,782,49518,41758,687,48489,42820,84,-3194,-886,782,51489,43164,782,1972,742,44,29823,19424,42,24730,9232,568,13251,9475,1076,82295,37065
7468,410,52549,44422,339,53762,48215,57,-2290,-1919,410,54800,45930,410,2240,784,31,42556,26560,31,27005,13743,308,14087,10175,466,84783,44138
7469,341,55242,43261,286,57821,49418,37,288,1146,341,56903,44657,341,1594,722,19,94537,36616,19,96638,25976,257,15816,11775,431,69174,34813
7470,350,65668,52298,316,70226,59042,63,-2279,-1082,350,67602,54452,350,1905,992,15,50102,2602,14,43404,3332,271,20572,17173,476,100750,40933
800,5579,61992,43998,5258,61810,45700,736,-5605,-3992,5579,64262,46570,5579,2185,550,238,92450,31640,211,76341,16672,4090,20537,11427,4935,76294,17525
810,20792,63799,53833,18285,64192,57076,4084,-3490,-3036,20792,66436,56311,20792,2605,1068,1736,80955,29763,1654,51721,12729,17154,17614,12218,19401,109078,39797
812,11640,63160,55214,10334,64505,58827,2405,-3953,-3246,11640,65572,57731,11640,2361,1014,857,82621,36773,850,55253,15176,9821,16497,12346,10943,112933,48809
820,13388,74982,59878,12058,71632,62116,3101,-4136,-3744,13388,78164,63226,13388,3079,1225,945,86034,26552,926,55785,11594,11285,22607,13988,12596,131162,43698
822,5134,45155,33440,4763,43030,32309,572,-2466,-2146,5134,46632,34226,5134,1401,398,213,67292,31540,204,49003,20448,3405,11746,6844,4853,54300,18935
828,698,71883,57018,602,65096,57648,174,-2503,-2680,698,75197,59680,698,2691,892,78,103607,42476,80,85676,27994,567,21889,13925,646,112767,52259
829,160,63031,58989,148,59067,60918,24,-2045,-1545,160,65280,61189,160,2241,1303,6,54279,42734,6,36807,22036,140,15755,11479,153,75799,38683
830,11196,65035,58260,10518,66422,61338,2048,-6046,-4834,11196,67727,61035,11196,2643,1270,552,76996,29552,550,53914,13830,9612,16927,12728,10864,86390,45041
832,7976,71322,62986,7577,72761,66648,1579,-6591,-4698,7976,74182,66047,7976,2823,1498,383,63768,24598,379,41175,12516,7012,19276,14219,7744,82598,46316
835,3325,72316,59084,2852,71621,63738,877,-4981,-4429,3325,75114,62871,3325,2733,1177,310,112682,46892,308,81984,23886,2837,20352,14513,3156,133641,71525
836,4678,66280,56532,3999,68925,61082,1004,-4515,-3641,4678,68821,59004,4678,2447,1013,457,107287,49010,460,79753,25150,3899,18467,13596,4406,104439,58284
837,660,60850,50644,523,64349,57741,127,-2077,-3742,660,63541,52729,660,2473,748,87,78153,36870,85,58062,22807,528,16445,12396,601,111517,54526
838,439,60326,51750,392,63359,55918,86,-6190,-3100,439,63429,54159,439,2879,880,40,114825,34888,42,79867,12810,349,16636,12426,423,102200,47246
840,144,58096,40864,94,63613,50976,24,-1278,-1067,144,60244,42964,144,2070,584,24,82010,55550,23,54781,23945,101,18251,13712,134,127085,59747
841,320,65047,59113,279,67487,61027,61,-4982,-3829,320,67458,59822,320,2399,949,29,92779,48582,27,73732,25498,259,17713,13942,307,87053,44294
